category,headline,authors,link,short_description,date
HEALTHY LIVING,Guilty of Self-Sabotage? Find Your 'Happy' Again By Ditching the Drama and Spreading the Love,"Cy Wakeman, ContributorI am an advocate for reality-based leadership.",https://www.huffingtonpost.com/entry/guilty-of-self-sabotage-finding-your-happy_b_6865946.html,"We all have extenuating circumstances when it comes to work, life and family. While these situations may not be changeable, our reaction to them is. Redirect your energy to innovate and help rather than wasting it on drama. Be a lover of reality and inner peace, success and happiness will follow.",2015-03-17
HEALTHY LIVING,The Wild One,"Sarah Liddle, ContributorInternational Coach Trainer, Writer, Healer",https://www.huffingtonpost.com/entry/the-wild-one_b_6882668.html,"Let's linger together here and now,/ you'll love me anyway,/ and I'll love you all the way,/ I hope you'll embrace me,/ the way that I am,/ I am the this moment,/ I am beyond your conditioning,/ I am the wild one.",2015-03-17
HEALTHY LIVING,Combating the Stigma of Mental Illness,"Dustin DeMoss, ContributorVeteran, writer, and brain health warrior being portrayed in t...",https://www.huffingtonpost.com/entry/combating-the-stigma-of-m_b_6834980.html,"Mental illness in the United States of America is an ever-increasing issue that affects millions of individuals in various ways and to varying degrees of severity. While it's true that mental illness can sometimes be treated with great success, including the near eradication of symptoms in certain patients, sometimes symptoms are so debilitating that the individual in question is unable to work or otherwise provide for themselves. For these individuals, symptoms may never fully disappear.",2015-03-16
HEALTHY LIVING,What's Love Got to Do With It? Boundaries and Relationships,"Louise Stanger Ed.D, LCSW, BRI II, CIP, ContributorWith over 30 years of experience as a professor, researcher, c...",https://www.huffingtonpost.com/entry/whats-love-got-to-do-with_5_b_6776434.html,"When this happens this is the time for the family to create a healthy boundary with their loved one letting them know that it is not acceptable behavior as this hampers the treatment team's ability to help them. Getting mad at the treatment provider is not the answer. Rather, setting and holding firm boundaries is the answer.",2015-03-16
HEALTHY LIVING,I'm Not a Great Friend,"Hans Hickler, ContributorFounder and CEO, Ellipsis Advisors, LLC",https://www.huffingtonpost.com/entry/i-m-not-a-great-friend_b_6872280.html,We think that our friendship is so strong that we can relax on the investment side. Wrong. Good friends must continually invest in their friendship. I want to be much better at that.,2015-03-16
HEALTHY LIVING,Good Food and Healthy Families Make a Beautiful Home,"Margaret Marshall, ContributorAuthor: Healthy Living Means Living Healthy...Lose Weight, Fee...",https://www.huffingtonpost.com/entry/good-food-and-healthy-fam_b_6872140.html,"Healthy families make a beautiful home. When there is good health on the inside of the home, there is beauty on the outside.",2015-03-16
HEALTHY LIVING,Rural Youth Suicides Almost Double Rates In Urban Areas,Anna Almendrala,https://www.huffingtonpost.com/entry/rural-youth-suicides_n_6867420.html,,2015-03-16
HEALTHY LIVING,Life Is a Journey of Spirals Not Circles,"Sarah Liddle, ContributorInternational Coach Trainer, Writer, Healer",https://www.huffingtonpost.com/entry/life-is-a-journey-of-spir_b_6868452.html,"Life is a journey, no journey is ever a journey backward, neither is a journey circular forever. Just as I tried and failed. You cannot force your spiritual growth and success. You can only succumb to what it is you need to learn in the moment.",2015-03-16
HEALTHY LIVING,The Black Swan Effect,"Julia Erickson , ContributorSeattle native Julia Erickson is a full-time principal dancer ...",https://www.huffingtonpost.com/entry/the-black-swan-effect_b_6866896.html,"In the end, it's unfair to presume people are as judgmental as we fear, and we should stop playing our own worst critic. The key for me with this is to proceed with a sincere heart -- believing in yourself no matter what the outcome, imagining the goals you set in front of you, and shaking off the peppering of hypothetical thoughts that do not serve you.",2015-03-16
HEALTHY LIVING,3 Game Changers to Achieve Peace and Happiness,"Estelle Williams, ContributorEntrepreneur, writer, founder smarthealthywomen.com and smarth...",https://www.huffingtonpost.com/entry/3-game-changers-to-achieve-peace-and-happiness_b_6867016.html,"You can choose happiness and peace for yourself at any moment -- you are the only one who is in control of your mind and heart. There are many paths that lead to happiness, as there are many paths that lead to despair, but who puts your foot on either path to begin with? That's right it's you.",2015-03-16
HEALTHY LIVING,Cultivating Mindfulness To Help Sleep,"Dr. Michael J. Breus, ContributorClinical Psychologist; Board Certified Sleep Specialist",https://www.huffingtonpost.com/entry/cultivating-mindfulness-t_b_6835460.html,"Mindfulness has also been shown effective in helping to improve sleep, including reducing symptoms of insomnia and other sleep disturbances, as well as reducing daytime tiredness and fatigue. Mindfulness, according to research, also can help alleviate one of the prime obstacles to sleep: worry.",2015-03-15
HEALTHY LIVING,5 Mental Hurdles We Need To Overcome,"Melanie Young, ContributorAuthor, 'Getting Things Off My Chest: A Survivor’s Guide to St...",https://www.huffingtonpost.com/entry/five-mental-hurdles-to-scale-to-make-your-leap-of-faith_b_6838242.html,The reason many us don't move forward is not because of roadblocks that stand in your way. Often it is the emotional barriers we create. Here are five mental hurdles you may have and how to scale them to make your leap:,2015-03-15
HEALTHY LIVING,This 15-Minute Trick Reduces Junk Food Cravings,Lindsay Holmes,https://www.huffingtonpost.com/entry/chocolate-cravings_n_6865580.html,,2015-03-15
HEALTHY LIVING,"If These Superstars Have Time For Meditation, So Do You",Sasha Bronner,https://www.huffingtonpost.com/entry/famous-people-who-meditate_n_6850088.html,,2015-03-14
HEALTHY LIVING,9 Strength Training Moves That Aren't Lifting Weights,"The Active Times, Contributorwww.theactivetimes.com",https://www.huffingtonpost.com/entry/ways-to-get-strong-without-lifting-weights_b_6842262.html,"In a perfect world, we would always have easy access to all the fitness equipment we need, but for most of us that's just not reality. Whether it's a long day at work that throws off your desire to get to the gym, a hectic travel schedule that drags you away from your fitness center or maybe you don't have a membership, it's good to know that there are other options than the dumbbells at your local Planet Fitness.",2015-03-14
HEALTHY LIVING,5 Actions You Can Take To Lead A Happier Life,Lindsay Holmes,https://www.huffingtonpost.com/entry/mequilibrium-stress-tip_n_6857546.html,,2015-03-14
HEALTHY LIVING,Mean People Suck But They Are Often Successful,"Dr. Peggy Drexler, ContributorAuthor, research psychologist and gender scholar",https://www.huffingtonpost.com/entry/mean-people-suck-but-they-are-often-successful_b_6867734.html,It may be that we're all more abrasive than we used to be. A 2014 poll by Weber Shandwick and Powell Tate in partnership with KRC Research found that most people think America has a raging civility problem.,2015-03-14
HEALTHY LIVING,USDA Reports Virulent Strain Of Avian Flu In Kansas Poultry,,https://www.huffingtonpost.com/entry/avian-flu-kansas-poultry_n_6870156.html,,2015-03-14
HEALTHY LIVING,At Least 10 Americans Being Flown To U.S. After Possible Ebola Exposure,,https://www.huffingtonpost.com/entry/at-least-10-americans-bei_n_6870406.html,,2015-03-14
HEALTHY LIVING,6 Rowing Machine Mistakes You're Probably Making,Sarah Klein,https://www.huffingtonpost.com/entry/rowing-machine-mistakes_n_6833278.html,,2015-03-13
HEALTHY LIVING,Here's Another Huge Reason To Eat A Plant-Based Diet,Leigh Weingus,https://www.huffingtonpost.com/entry/plant-based-diet_n_6857770.html,,2015-03-13
HEALTHY LIVING,Bacterial Contamination Deaths Linked To Ice Cream Company,,https://www.huffingtonpost.com/entry/blue-bell-bacteria-deaths_n_6867098.html,,2015-03-13
HEALTHY LIVING,"The Difference Between Wealthy And Rich, According To This New York Times Columnist",,https://www.huffingtonpost.comhttp://live.huffingtonpost.com/r/archive/segment/54ff33a678c90a5b8100009f,,2015-03-12
HEALTHY LIVING,Stop the Snore to Improve Intimacy,"B. Gail Demko, DMD, ContributorImmediate past president of the American Academy of Dental Sle...",https://www.huffingtonpost.com/entry/stop-the-snore-to-improve-intimacy_b_6840872.html,"Americans who snore frequently may find romantic nights interrupted and relationships at risk. The survey also revealed that 40 percent of women claim snoring in the opposite sex is a turn-off, and nearly one in 10 Americans went so far as to admit that snoring has hurt at least one of their romantic relationships.",2015-03-11
HEALTHY LIVING,Gratitude for My Pain,"Stephenie Zamora, ContributorFounder, StephenieZamora.com",https://www.huffingtonpost.com/entry/gratitude-for-my-pain_b_6840398.html,,2015-03-11
HEALTHY LIVING,Transform Your Inspiration Into Purpose,"Rebecca Mckown, ContributorMindset and transformational coach, Akashic Records Practition...",https://www.huffingtonpost.com/entry/transform-your-inspiratio_b_6840950.html,"Inspiration is a calling, a voice inside us trying to be heard. When something inspires us it is time to listen. When we allow our inspirations to be recognized they will lead us toward our passions.",2015-03-11
HEALTHY LIVING,Instruction on Grace,"Beth Lapides, ContributorWriter, host, comedian, producer, actress, Creative Consultant...",https://www.huffingtonpost.com/entry/instruction-on-grace_b_6841948.html,,2015-03-11
HEALTHY LIVING,Days of Inspiration for the New Year!,"Menna van Praag, ContributorBestselling author of Men, Money & Chocolate.",https://www.huffingtonpost.com/entry/days-of-inspiration-for-t_20_b_6385066.html,,2015-03-10
HEALTHY LIVING,The 7 Elements of Easy Weight Loss,"William Anderson, MA, LMHC, ContributorLicensed Mental Health Counselor, Weight Loss Expert, Author o...",https://www.huffingtonpost.com/entry/can-weight-loss-ever-be-e_b_6672684.html,,2015-03-10
HEALTHY LIVING,Falling in Love With the Elderly and Rediscovering Our Purpose,"Tajci Cameron , ContributorAward winning music artist, published author, host of TV show ...",https://www.huffingtonpost.com/entry/falling-in-love-with-the-_b_6817202.html,,2015-03-10
HEALTHY LIVING,Dear Colleagues: We SUCK!,"David Katz, M.D., ContributorFounder, True Health Initiative",https://www.huffingtonpost.com/entry/dear-colleagues-we-suck_b_6825912.html,"I'm not saying we are wrong. In fact, we may all be right, about everything. But we are all right about disparate and seemingly-competing bits of the same, whole truth. The result is that nobody can see that whole truth.",2015-03-10
HEALTHY LIVING,This Online Video Series Is Fighting Childhood Obesity -- And The Kids Are Loving It,Alena Hall,https://www.huffingtonpost.com/entry/adventure-to-fitness_n_6819944.html,,2015-03-10
HEALTHY LIVING,#Anxiety,"Ipsita Paul, ContributorThis is 37! Broadway performer, dancer, actor, wife, mom & aut...",https://www.huffingtonpost.com/entry/anxiety_1_b_6828016.html,,2015-03-10
HEALTHY LIVING,Unyielding Tenacity,"Ashley Ballou-Bonnema, ContributorMusician, teacher, writer, and founder of of the nonprofit Bre...",https://www.huffingtonpost.com/entry/unyielding-tenacity_b_6815978.html,"I am learning not to allow the past events to fill me with fear, or the unknown of the future to fill me with trepidation, but to live for the beauty that is present in this very moment. Cystic fibrosis may be progressively present in my life, but it will not rule by fear. I will breathe bravely: continually renewed by the strength and tenacity that live within, knowing I am never alone in this fight.",2015-03-10
HEALTHY LIVING,6 Powerful Steps for Building Positive Momentum,"Jessica Biber, ContributorEditor & Writer",https://www.huffingtonpost.com/entry/building-momentum_b_6828746.html,What are some ways to stay on the good side of momentum in your own life? Below are a few truths I've relied on for building positive momentum -- or turning a case of negative momentum around.,2015-03-10
HEALTHY LIVING,Our Children Rarely Die,"Phyllis Sudman, ContributorL'Oréal Paris Women of Worth Honoree, 2014; Co-founder, Simon'...",https://www.huffingtonpost.com/entry/our-children-rarely-die-_b_6766206.html,,2015-03-10
HEALTHY LIVING,The Fog of Density: A Perfect Storm to Improve Breast Cancer Screening,"Nancy M. Cappello, Ph.D., ContributorDirector & Founder, Are You Dense Inc & Are You Dense Advocacy...",https://www.huffingtonpost.com/entry/a-perfect-storm-to-improve-breast-cancer-screening_b_6806830.html,"Tragically, a cancer missed by mammography, typically found by palpation, most likely will result in advanced disease. Women need this critical breast health information as they discuss their personal screening with health care providers.",2015-03-10
HEALTHY LIVING,An Update on Advance Health Care Directives,"Marki Flannery, ContributorExecutive Vice President & Chief of Provider Operations, Visit...",https://www.huffingtonpost.com/entry/an-update-on-advance-health-care-directives_b_6802782.html,"Drawing up the document itself is fairly simple; the more difficult part comes beforehand, including deciding what kind end-of-life care you do and don't want to receive, and who -- if anyone -- you want to empower to make decisions in your stead.",2015-03-10
HEALTHY LIVING,Why Do People Talk In Their Sleep?,Sarah Klein,https://www.huffingtonpost.com/entry/why-sleep-talk_n_6801650.html,,2015-03-10
HEALTHY LIVING,Everything You Should Know About Picking The Right Over-The-Counter Painkiller,Sarah Klein,https://www.huffingtonpost.com/entry/aleve-advil-tylenol-whats-the-difference_n_6810630.html,,2015-03-10
HEALTHY LIVING,Celiac Disease Is More Common Than We Previously Thought,"Gerard E. Mullin, M.D., ContributorAuthor of The Gut Balance Revolution",https://www.huffingtonpost.com/entry/celiac-disease-_b_6796340.html,"It turns out this conception of celiac disease is not accurate. CD is far more common than we used to believe, and the classical set of CD symptoms such as diarrhea and weight loss no longer reflects the profile of most newly-diagnosed patients, according to a new study from Italy.",2015-03-10
HEALTHY LIVING,How Mindfulness Practices Can Help Prepare Military Members For Future Combat,Alena Hall,https://www.huffingtonpost.com/entry/mindfulness-in-the-military_n_6833402.html,,2015-03-10
HEALTHY LIVING,I Didn't Keep My Promise,"Millie Grenough, ContributorAuthor of OASIS in the Overwhelm, Coach, Speaker,Trainer. Clin...",https://www.huffingtonpost.com/entry/i-didnt-keep-my-promise_b_6833448.html,,2015-03-10
HEALTHY LIVING,How To Make The Most Of Transitions,"Judi Sheppard Missett, ContributorFounder and CEO of Jazzercise",https://www.huffingtonpost.com/entry/change-love-it-or-hate-it_b_6769370.html,"I personally like change. It keeps me feeling challenged, interested and alive. But if your natural reaction to the idea of making a big shift ranges from mild nausea to all out terror, here are a few things you can do to drop the fear and embrace the change.",2015-03-09
HEALTHY LIVING,"How to Build Expertise, Talent, and Skill: Lessons From Peyton Manning","James Clear, ContributorEntrepreneur, weightlifter, and travel photographer at http://...",https://www.huffingtonpost.com/entry/how-to-build-expertise-ta_b_6803902.html,"If you want to get better, then practice consistently and measure constantly. Use that feedback to figure out what is working and what isn't. Then, spend your time putting in more reps rather than searching for another hack. Experts spend more time focusing on what works.",2015-03-09
HEALTHY LIVING,Life With a TBI: What I Wish I Had Known When I First Hit My Head,"Amy Zellmer, ContributorAward winning author,speaker, & traumatic Brain Injury survivo...",https://www.huffingtonpost.com/entry/traumatic-brain-injury_b_6810494.html,"It has been 13 months since my fall, and I am just NOW starting physical therapy for my injuries and occupational therapy for my cognitive issues. I feel like I am late to the party, that I should have been here months ago. Late is better than never, but I have never been one to be fashionably late.",2015-03-09
HEALTHY LIVING,Are You Doing Enough to Prevent Stress From Taking a Toll on Your Health?,"Amy Morin, ContributorPsychotherapist and author of '13 Things Mentally Strong Peopl...",https://www.huffingtonpost.com/entry/stress-health_b_6810640.html,"Everyone has the ability to increase resilience to stress. It requires hard work and dedication, but over time, you can equip yourself to handle whatever life throws your way without adverse effects to your health.",2015-03-09
HEALTHY LIVING,5 Life Lessons From 'Survivor' Winner John Cochran,"Robin Hall, ContributorLife coach, personal trainer and writer",https://www.huffingtonpost.com/entry/five-life-lessons-from-su_b_6828366.html,"A few weeks ago, whilst slowly waking up, I was reflecting on what a fantastic season of ""Survivor"" it was when the underdog,  John Cochran, came back from a defeat in his first season to claim victory on his return.",2015-03-09
HEALTHY LIVING,What the Hell Is Wellness?,"Susanna Barkataki, Contributor Susanna shares harmony with a modern twist on ancient healing...",https://www.huffingtonpost.com/entry/what-the-hell-is-wellness_b_6828738.html,,2015-03-09
HEALTHY LIVING,Connecticut Girl Who Appealed To Stop Chemotherapy In Remission,,https://www.huffingtonpost.com/entry/cassandra-appealed-chemotherapy-remission_n_6828742.html,,2015-03-09
HEALTHY LIVING,How A Pen And Paper Can Transform Your Whole Day,Lindsay Holmes,https://www.huffingtonpost.com/entry/mequilibrium-stress-tips_n_6818238.html,,2015-03-09
HEALTHY LIVING,"His NBA Dream Lost, Isaiah Austin Winning in New Ways","Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/isaiah-austin-marfan_b_6818526.html,"Austin's new dream is being a role model, not just to Marfan patients, but to people facing any type of adversity. He believes it's his calling, one with a longer, stronger reach than he'd have as an NBA player.",2015-03-09
HEALTHY LIVING,An Open Letter To Introverts,"Melissa Deuter, MD, ContributorTeen and Emerging Adult Mental Health Specialist",https://www.huffingtonpost.com/entry/dear-introverts-were-sorry----extroverts_b_6800942.html,I think it's wonderful that the growing discussion about introversion and extroversion helps expand our understanding of one another. And I will try to do better. We all will.,2015-03-08
HEALTHY LIVING,6 Food Swaps For Better Sleep,"SELF, Contributor",https://www.huffingtonpost.com/entry/6-food-swaps-to-make-for-better-sleep_b_6746912.html,"Some foods can sabotage your slumber, causing you to wake frequently throughout the night (or even making it difficult to fall asleep in the first place). However, other foods can actually increase the hormones in your brain that promote relaxation and high quality sleep. Read on for smart diet swaps -- and finally claim that full night of rest.",2015-03-07
HEALTHY LIVING,8 Ways To Take Control Of Your Life,"Jessica Dimas, ContributorWriter, jessicadimas.com",https://www.huffingtonpost.com/entry/8-ways-to-own-your-life_b_6781558.html,Don't focus on anyone else but you. Be grateful for where you are and the things you have achieved. Every day is a fresh start to go after your own dreams and improve from your yesterday.,2015-03-07
HEALTHY LIVING,7 Tips For Finding Your Passion,"Jaimee Ratliff, ContributorTravel and inspirational blogger, Founder of ThisWayNorth.net",https://www.huffingtonpost.com/entry/find-your-passion_b_6798766.html,"We feel this intense urge to just ""figure it out."" But, when we look around, that passion is nowhere to be found and we aren't where we truly want to be. It frustrates us. It keeps us up at night.",2015-03-07
HEALTHY LIVING,6 Excuses Your Fitness Instructor Is Tired Of Hearing,Leigh Weingus,https://www.huffingtonpost.com/entry/fitness-excuses_n_6771680.html,,2015-03-07
HEALTHY LIVING,5 Steps For Getting Into Dragonfly Pose,"Yoga Journal, ContributorLeading authority on yoga and the yoga lifestyle for 40 years",https://www.huffingtonpost.com/entry/5-steps-for-getting-into-dragonfly-pose-with-rina-jakubowicz_b_6770492.html,"This intricate arm balance relies on arm, core, and leg strength, balance, and spinal and hip flexibility. Miami Vinyasa and Vedanta teacher Rina Jakubowicz shows you how to warm up and take flight.",2015-03-07
HEALTHY LIVING,A Purpose Pursuer's Top 10 Greatest Lessons,"Melissa Escaro, ContributorLife Coach, Best Selling Author, & Speaker. Strategist for Cre...",https://www.huffingtonpost.com/entry/life-lessons_b_6809258.html,"We all fear that we are not enough, and if that is the case, we won't be loved. But through an understanding of our experiences, we can come to the realization that these fears simply aren't true and that we have so much power within to create a life we want and deserve.",2015-03-06
HEALTHY LIVING,Are You a Giver?,"Terri Britt, ContributorEmotional Intelligence Expert, Energetic Healer, Author and fo...",https://www.huffingtonpost.com/entry/are-you-a-giver_b_6809898.html,"I know this sounds crazy, but when you give yourself permission to stop trying to be good by giving, you take back the authority of your life. You quit doing things for approval and begin listening to your heart.",2015-03-06
HEALTHY LIVING,De-Clutter Your Life,"Christa Dowling, ContributorMedia executive specializing in cross-cultural activities",https://www.huffingtonpost.com/entry/de-clutter-your-life_b_6809828.html,"Hold on to things dear to you and pay attention to the non-material matters which are most important in life. Think of clearing your mind of consumerism, of greed, of course acting on it and healthy thinking is part of leading a de-cluttered life.",2015-03-06
HEALTHY LIVING,That Scary Thing Around the Corner,"Terri Britt, ContributorEmotional Intelligence Expert, Energetic Healer, Author and fo...",https://www.huffingtonpost.com/entry/that-scary-thing-around-t_b_6809838.html,"This is what we do to ourselves. We get caught in the fear of what's around the corner and get frozen. But if we'd simply trust and take those first few steps, we would realize there is nothing to fear except the tricks our minds play on us!",2015-03-06
HEALTHY LIVING,How To Completely Unplug From Your Smartphone For An Entire Day,Lindsay Holmes,https://www.huffingtonpost.com/entry/national-day-of-unplugging_n_6801008.html,,2015-03-06
HEALTHY LIVING,What Part of a Complete Breakfast?,"David Katz, M.D., ContributorFounder, True Health Initiative",https://www.huffingtonpost.com/entry/what-part-of-a-complete-b_b_6800356.html,"When dietary worry was all directed at excess fat intake, pseudo-fruit and multicolored marshmallows were able to fly under the radar. A widening array of worries has cost them that cover.",2015-03-06
HEALTHY LIVING,4 Personal Tips to Set Up for Sleep Success,"Paige Davis, ContributorEntrepreneur, mind-body enthusiast and recent breast cancer su...",https://www.huffingtonpost.com/entry/4-personal-tips-to-set-up-for-sleep-success_b_6801992.html,"I've had my fair share of sleepless nights. I find that a nightly routine is important, but while I'm no sleep expert, I have discovered a few things that are helpful for setting up for the perfect snooze.",2015-03-06
HEALTHY LIVING,So Your Diet Crashed and Burned. Now What?,"Kimber Simpkins, ContributorAuthor, 'FULL: How I Learned to Satisfy My Insatiable Hunger a...",https://www.huffingtonpost.com/entry/so-your-diet-crashed-and-burned-now-what_b_6802132.html,"Learning to trust myself has allowed me to be happy in my body in a way I never imagined possible. But it required that I stop judging my happiness by looking in the mirror and comparing my body to other women's bodies. It required that I look inside, listen to and trust my body, and find happiness by turning away from appearance and toward my heart.",2015-03-06
HEALTHY LIVING,Laughter Really Is The Best Medicine,Lindsay Holmes,https://www.huffingtonpost.com/entry/mequilibrium-stress-tips_n_6810586.html,,2015-03-06
HEALTHY LIVING,WATCH: Self-Care (It's a Good Thing... Really),"Brad Yates, ContributorEFT expert; co-author, ""Freedom at Your Fingertips""",https://www.huffingtonpost.com/entry/watch-selfcare-its-a-good_b_6811446.html,,2015-03-06
HEALTHY LIVING,Warning: Self-Kindness Can Be Habit-Forming!,"Andrea Wachter, ContributorPsychotherapist and Author",https://www.huffingtonpost.com/entry/warning-selfkindness-can-_b_6115392.html,"Changing old habits is not easy but neither is living with self-defeating ones. With awareness, willingness and practice, you can learn how to speak kindly to yourself and treat yourself sweetly. And before you know it, you will have picked up a healthy new habit!",2015-03-05
HEALTHY LIVING,5 Surprising Ways Mindfulness Can Change You,Carolyn Gregoire,https://www.huffingtonpost.com/entry/surprising-mindfulness-be_n_6771374.html,,2015-03-05
HEALTHY LIVING,How to Change Your Mood With a Breath,"Ornish Living, ContributorFor anyone who is interested in leading a healthful lifestyle",https://www.huffingtonpost.com/entry/how-to-change-your-mood-w_b_6566412.html,"With time and practice the complete yogic breath will be your ""go to"" when you need to make a shift not only in your breathing but your state of mind and emotions as well.",2015-03-05
HEALTHY LIVING,3 Easy Steps To Improve Your Health and Wellness,"Don Saladino, ContributorFitness and Wellness Expert, Health Enthusiast & Owner of Driv...",https://www.huffingtonpost.com/entry/3-easy-steps-to-improve-y_b_6793732.html,"At the end of the day we should all be searching for the simplest ways to live a long, healthy, and energetic life.",2015-03-05
HEALTHY LIVING,8 Ways to Combat Decision Fatigue,"Lori Rochino, ContributorI help simplify life to make room for things that matter. I bl...",https://www.huffingtonpost.com/entry/8-ways-to-combat-decision-fatigue_b_6794022.html,"It's a fact that decision fatigue can lead to analysis paralysis and overwhelm our daily lives. On the one hand, choices give us freedom and allow us to see the possibilities, especially for the important things in life. The downside is we are constantly bombarded with tiny decisions throughout the day.",2015-03-04
HEALTHY LIVING,Morning Meditation,"Ann V. Klotz, ContributorHead of Laurel School",https://www.huffingtonpost.com/entry/morning-meditation_1_b_6796532.html,"So I began to meditate again. Quietly, without telling anyone in particular.  In the winter morning dark, I come downstairs.  I settle myself in the living room chair. And there, I breathe. In. Out.  Watching the breath, turning my focus inward. Two?  Three? Ten minutes?  Each day is different.  I try not to judge, to forgive myself on the mornings when it's hard to quiet my mind.",2015-03-04
HEALTHY LIVING,Yoga Was My Catalyst,"Matt Cunningham, ContributorPlant-based yogi, Ironman, hockey coach & administrator, write...",https://www.huffingtonpost.com/entry/yoga-was-my-catalyst_b_6793468.html,It is so easy to keep the blinders on and live the lifestyle of which most of us have been conditioned towards where materialism and consumption are paramount. Adapting to and seeking out change is more difficult yet far more rewarding.,2015-03-04
HEALTHY LIVING,"'Hey, Can I Trust You?'","Heather Hollander, ContributorInspires people to live their best life by sharing wisdom, too...",https://www.huffingtonpost.com/entry/hey-can-i-trust-you_b_6796066.html,"When you have trust you have truth, and when you have truth you have love, and when you have love -- well, you have it all.",2015-03-04
HEALTHY LIVING,Sad Movies Make You Eat Your Feelings,Kate Bratskeir,https://www.huffingtonpost.com/entry/sad-movies-weight-gain_n_6794802.html,,2015-03-04
HEALTHY LIVING,10 Lessons Learned From Traveling Alone,"Nile Cappello, ContributorFounder of whoarethewe.com, lifestyle blogger, cotton candy en...",https://www.huffingtonpost.com/entry/10-lessons-learned-from-traveling-alone_b_6796430.html,"Besides learning that Fiats do not in fact come standard with a spare tire, my solo travels taught me quite a few other things. Here are some of the most memorable lessons I learned over the course of my travels:",2015-03-04
HEALTHY LIVING,New Study Reveals Most Common Causes Of Food Poisoning,Kira Brekke,https://www.huffingtonpost.com/entry/common-sources-of-food-poisoning_n_6793112.html,,2015-03-03
HEALTHY LIVING,A Walk Through Time,"Mark Nepo, ContributorAuthor, New York Times bestseller 'The Book of Awakening'",https://www.huffingtonpost.com/entry/a-walk-through-time_b_6793552.html,"Months after my father died, I found myself in New York City, wandering through the Museum of Modern Art, a place I love. On the third floor, in an exhibit featuring the work of Gauguin, I felt his presence strongly.",2015-03-03
HEALTHY LIVING,"Big Breakfast, Small Dinner Tied To Better Diabetes Blood Sugar",,https://www.huffingtonpost.com/entry/big-breakfast-blood-sugar_n_6796072.html,,2015-03-03
HEALTHY LIVING,12 Most Annoying Excuses for Your Mediocrity,"Dr. F. Emelia Sam, ContributorWriter, Speaker, Soul-Infuser",https://www.huffingtonpost.com/entry/12-most-annoying-excuses-for-your-mediocrity_b_6763848.html,People who live extraordinary personal and professional lives do not live in the space of mediocrity. There are phrases that they will never even think to speak. Here are 12 of them we've all heard before... some of us may have even spoken them. See if anything sounds familiar.,2015-03-03
HEALTHY LIVING,Have a Ball,"Jenn Zerling, ContributorFitness Expert",https://www.huffingtonpost.com/entry/have-a-ball_1_b_6786668.html,"For this workout, all you need is a ball. It's called a stability ball and it can work every muscle group in your body without the help of any weights.",2015-03-03
HEALTHY LIVING,Getting Past I or You Can't,"S. L. Young, ContributorAuthor, blogger, project/program leader, professor, social ent...",https://www.huffingtonpost.com/entry/getting-past-i-or-you-can_b_6786914.html,,2015-03-03
HEALTHY LIVING,The No. 1 Thing to Do When You're Having a Panic Attack,"Anthony Meindl, ContributorArtistic Director of Anthony Meindl's Actor Workshop",https://www.huffingtonpost.com/entry/the-1-thing-to-do-when-yo_b_6772036.html,"Cut yourself some slack. Acknowledge how well you're actually doing. Don't get caught up in the ""shoulds."" Change your self-dialogue to something more supportive and loving.",2015-03-02
HEALTHY LIVING,Are We Killing the 9 to 5?,"Kelsey Clark, ContributorNYC-based writer and content manager.",https://www.huffingtonpost.com/entry/work-from-home_b_6772140.html,"Whether you're into the WFH lifestyle or not, more and more young professionals are looking to ditch the office in favor of their couch, smartphone and laptop.",2015-03-02
HEALTHY LIVING,Get Out of Yourself,"Wendy Lustbader, ContributorMedical Social Worker; Author, ' Life Gets Better: The Unexpec...",https://www.huffingtonpost.com/entry/get-out-of-yourself_b_6773116.html,,2015-03-02
HEALTHY LIVING,The Air of Fragility,"Ashley Ballou-Bonnema, ContributorMusician, teacher, writer, and founder of of the nonprofit Bre...",https://www.huffingtonpost.com/entry/post_9056_b_6773290.html,"As I continue to navigate this new phase of my journey, each morning I still awake with hope and the belief that it's a new day filled with great possibility. I am learning to embrace the simplicity that life is built upon while never forgetting how truly fragile it all is.",2015-03-02
HEALTHY LIVING,Answers to 'Those' Questions!,"Keyon Bayani, ContributorSelf Discovery Teacher, Writer & Story Teller",https://www.huffingtonpost.com/entry/you-have-choice_b_6774618.html,"Keep expecting the best and visualize and write down what qualities you are looking for in your soul mate, but don't drive yourself bonkers, get out and do something constructive or fun, who knows you might bump into them!",2015-03-02
HEALTHY LIVING,4 Ways Gaining Followers Is Like Losing Weight (And How to Succeed at Both!),"Elisheva Wexler, ContributorFounder, Junga World",https://www.huffingtonpost.com/entry/4-ways-gaining-followers-_b_6755566.html,"Try practicing patience, diligence, acceptance, and authenticity to discover your own inherent value, cultivate what you have to offer to the world, and find success on and offline!",2015-03-02
HEALTHY LIVING,Is Your Boss Making Your Life Miserable?,"Linda Ford, ContributorA master coach and writer who helps people get unstuck & get w...",https://www.huffingtonpost.com/entry/bad-boss_b_6775556.html,"This may feel as if I've asked you to suck on a lemon, but find a way, anyway, that you can to feel better about your boss.  Go on... I challenge you, even though I know you're kicking and screaming with resistance, and you're about to delete this post.",2015-03-02
